0,115004.84,0
0.0051250001,44508.48,9.5104113
0.010125,22538.762,-92.757202
0.015125,7878.0972,-41.040913
0.020125,25.009844,23.61462
0.025125001,34420.379,31.235279
0.030125,68415.961,-12.503316
0.035124999,50365.082,-18.59713
0.040125001,40274.309,-1.0256571
0.045625001,38760.711,3.2477756
0.050625,46788.594,-1.5261192
0.055624999,58739.5,-0.061880935
0.060625002,64063.605,0.97945786
0.066624999,65164.902,-0.27795547
0.070625,67705.141,-0.83005935
0.076624997,74973.852,-0.48800722
0.080624998,80371.305,0.30218729
0.086625002,87401.664,0.76282853
0.090125002,132421.67,-180.7433
0.095124997,75798.43,352.10101
0.100125,100979.12,94.516701
0.105125,109537,-120.0926
0.110125,114657.55,-21.754232
0.115125,121277.63,30.983704
0.120125,126556.91,-7.7540336
0.12512501,132272.47,-10.369818
0.130125,138121.33,2.1900222
0.135125,143651.77,6.5995178
0.14012501,149089.97,2.5037706
0.145125,154450.56,-5.5603862
0.151125,160658.11,-6.2195687
0.15512501,164634.73,2.494657
0.161125,170263.33,8.8619041
0.165125,173753.3,3.8242004
0.17112499,178580.56,-5.2934356
0.175125,181532.89,-4.5424371
0.181125,185613.31,1.9977382
0.18512499,188119.11,3.6745133
0.19112501,191469.02,2.1929529
0.195125,193346.98,1.6299798
0.201125,195602.8,0.785972
0.205125,196777.28,-1.4167252
0.211125,198100.47,-3.4303575
0.21512499,198682.55,-0.043812197
0.22112501,199084.03,11.369663
0.225125,198807.06,-1.9392349
0.230125,191084.44,-5.6445751
0.23512501,177226.91,-1.1836649
0.240125,166641.38,4.117095
0.245125,168683.69,3.3977461
0.25012499,168561.28,-9.6494179
0.25512499,167188.27,0.31529042
0.261125,165524.45,4.0751863
0.26512501,163644.63,2.0178399
0.270125,476697.81,2342.8916
0.27500001,116852.82,510.34766
0.28,156112.17,325.91785
0.285,158052.36,-34.406097
0.28999999,151941,-10.736133
0.29499999,147791.98,43.270515
0.30050001,143844.42,-8.3905907
0.3055,139863.22,-28.315931
0.3105,135692.02,13.056016
0.31549999,131771.81,25.9835
0.32049999,128070.91,-6.3556366
0.32550001,124338.51,-21.502102
0.33050001,120430.01,4.4526229
0.3355,116499.51,26.222486
0.3405,112671.2,9.3195162
0.34549999,108795.95,-14.673992
0.35049999,104812.11,-7.3383942
0.35550001,100928.63,13.633003
0.36050001,97286.531,13.052704
0.3655,93758.172,-1.8462291
0.3705,90166.781,-3.4701433
0.37549999,86573.875,6.73558
0.38049999,83174.203,7.7540822
0.38550001,80039.672,-0.96474671
0.39050001,77078.578,-1.8463604
0.39649999,73670.219,8.1898737
0.4005,71502.742,11.642409
0.40650001,68512.391,1.2342108
0.41049999,66697.383,-5.0647111
0.4165,64205.254,0.13626391
